"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Reflections on the past, present, and potential futures of knowledge hierarchies in ocean biodiversity governance research","https://scispace.com/paper/reflections-on-the-past-present-and-potential-futures-of-llokuluf1y","2024","Journal Article","Frontiers in Marine Science","Holly J. Niner
David Wilson
Kelly Hoareau
Mia Strand
Jennifer Whittingham
Dylan McGarry
Bolanle Erinosho
Sulley Ibrahim
Sirkka Tshiningayamwe
Senia Febrica
Alana Malinde S.N. Lancaster
Milica Prokic","10.3389/fmars.2024.1347494","https://scispace.compdf/reflections-on-the-past-present-and-potential-futures-of-llokuluf1y.pdf","Governance of the ocean and its biodiversity is deeply entangled within social, political and cultural histories. The evolution of marine science has been subject to similar influences, and we (the authors) consider these factors to create, embed and reinforce knowledge hierarchies in ocean governance processes and associated research that set societal patterns of prioritisation and exclusion. Such knowledge hierarchies have constructed dominant Western-oriented knowledge systems as ‘rational’ and ‘objective’ approaches to environmental governance in contrast to non-Western knowledge systems and have led to a dominance of natural (normal) sciences over centralised biodiversity governance. The extraction and incorporation of traditional knowledge into the Western-oriented scientific canon through myriad historical and contemporary processes in ocean biodiversity governance often reproduce knowledge hierarchies, do not benefit knowledge holders and are often considered incomplete, inappropriate or absent. As we address current ocean biodiversity and conservation challenges, researchers must be aware of the history of knowledge extraction, impositions and assumptions within their fields. Researchers must also actively acknowledge and address these histories in their work to avoid marginalisation and support ethical, empathetic, and rigorous knowledge production that meets the needs of society. In this paper, through a development of the concept of knowledge hierarchies, we explore case studies of research diverse in geography and discipline ranging from action research in Namibia, the application of arts-based methodologies in legal proceedings to research focused at an international level, and the concept of ocean literacies, all of which are located under the umbrella of a project specifically targeting transformative ocean governance. It becomes evident that knowledge hierarchies are multi-layered, perpetuating, and often reproduced even when attempting to address hierarchies through such methods as the integration or ‘bringing together’ of diverse knowledge systems. Effective change will therefore require sensitive and multi-faceted approaches to knowledge hierarchies, including processes of embracing discomfort, which will be important to work with, as well as through. While there will be continued tensions between hierarchies, it is a sine qua non that researchers need to build a commitment to understanding where powers lie, rather than ignoring such imbalances or, similarly, by idealising approaches. ","to the creation of new knowledge within academic, cultural, or societal contexts. Knowledge Systems: Integrated sets of practices, beliefs, values, and norms that encompass ways of knowing and organising information. These can be based on culture, discipline, or methodology. Marine Biodiversity:
 Refers specifically to the variety and variability of life forms found within marine ecosystems, including species, genes, and ecological functions. Marine Science:
 The study of the ocean, its ecosystems, and its life forms. It also explores the physical properties of the oceanic environment and the impacts of human activities on marine life. Marine Social Science:
 The application of social science methodologies and theories to the study of relationships between humans and the marine environment. This might include the study of marine resource management, coastal communities, and maritime cultures. Ocean Biodiversity Governance:
 The strategies, policies, and practices aimed specifically at conserving and sustainably using the biodiversity within the oceanic environment. Ocean Governance:
 The conduct of the policy, actions, and affairs related to the world's oceans. It encompasses the rules, institutions, and processes by which oceans are managed at local, national, regional, and global levels. Ocean Governance Approaches:
 Strategies, policies, and practices implemented to manage and protect the ocean and its resources. This includes laws, regulations, agreements, and institutions related to the ocean. Natural Science:
 A branch of science that seeks to understand the laws governing the natural world. It encompasses fields such as physics, chemistry, biology, and geology. Sustainable Marine Governance:
 An approach to managing marine resources that aims to balance ecological, social, and economic objectives to ensure the longterm health and resilience of marine ecosystems. Western Science:
 A systematic approach to knowledge rooted in the scientific method and empirical evidence, originating from the Greco-Roman tradition and evolving in Europe during the Renaissance and Enlightenment."
"Britain and the Sea: Since 1600","https://scispace.com/paper/britain-and-the-sea-since-1600-3oy8bx7frc","2010","Book","","Glen O’Hara","","https://scispace.com/pdf/britain-and-the-sea-since-1600-3oy8bx7frc.pdf","Introduction PART I: THE FLOWING TIDE Merchants Renegades Slavers Migrants Warriors PART II: THE EBBING TIDE Victories? Immigrants Collapse Afterglow Conclusion: A Star to Steer By?","Histories:
 The last two decades have transformed British maritime history. Concerns central to nonmaritime scholarship have colonised this field, which has then allowed oceanic history to influence other areas of study in its turn. Economics, trading and business once dominated the history of the sea, but the sub-discipline has been transformed under the pressure of globalization. At least six new areas of study are noticeable in this respect, and they constitute themes that will then be pursued through the rest of the book. The first is the manner in which oceanic traders' contacts and routes increasingly came to resemble those 'networks' that contemporary social scientists and philosophers are convinced characterise late twentieth and early twenty first century societies in the developed world. The second major development is a renewed interest in the nature of oceanic regions, appropriate perhaps in a world grouping itself into political and trading blocs. The 'new' maritime history is, thirdly, critically concerned with divisions of labour and social histories of those 'below decks', an understandable development in a globalizing world often criticised for deepening international class divides through the free movement of capital without any concomitant liberalisation of migration laws. Fourthly, this chapter will go on to describe the influence of recent cultural studies on maritime history, evident in historiographies focussing on sexual, criminal or ideological 'transgressions of perceived norms. Fifth and finally, this introduction will then discuss recent histories of travel and tourism, which reflect a world in which such movement has become an accepted part of life for many rich countries' citizens. The seventh and perhaps most pressing area of recent innovation has been in the field of environmental history -a development which reflects the climactic emergency of overfishing and climate change that threaten finally to wipe out many of Britain's fish stocks and inundate her coastal regions. This explosion of interest, and these multifarious literatures, mean that it is often difficult to keep track of Britons' contact with the sea. It has certainly become harder to integrate all these different elements. It will finally be suggested here that the formation of 'Britishness' itself, and narratives of British engagements with the sea, may provide an analytical category that will help such understandings develop. The renaissance of British maritime history:
 British maritime history has recently been enjoying something of a renaissance. Collections of essays and special editions of academic journals on this subject have poured from the presses."
"Law and Policy Dimensions of Ocean Governance","https://scispace.com/paper/law-and-policy-dimensions-of-ocean-governance-36bx24f8t5","2020","Book Chapter","","Pradeep Singh
Mara Ort","10.1007/978-3-030-20389-4_3","https://scispace.com/pdf/law-and-policy-dimensions-of-ocean-governance-36bx24f8t5.pdf","Human populations have relied on the oceans for centuries for food supply, transportation, security, oil and gas resources, and many other reasons. The growing prospects of the oceans, such as access to marine genetic resources and seabed minerals, to generate renewable energy and as a potentially enhanced carbon sink, are contributing to increased interests to control and exploit the seas. At the same time, human pressure on the oceans, both from land- and atmospheric-based sources and at sea, as well as from climate change, has led to unprecedented levels of stress on the oceans. The concept of ocean governance has developed as a response to this. This chapter explores ocean governance from the interdisciplinary perspectives of law and human geography.","environmental protection. It would be interesting to see how this plays out in the future, particularly in the light of the common but differentiated responsibility precept, which accepts that developing states are not legally required to adopt at par environmental measures as developed states. Conclusion:
 This chapter describes ocean governance as a concept that embraces the sustainable and inclusive management of the oceans across the various maritime zones and sectoral divisions. It demonstrates the applicability of various norms and tools to advance different objectives in ocean governance and particularly promulgates the need to enhance cooperation across the multiple actors and institutions that participate in activities at sea. It should also have become clear that ocean governance is by no means a narrowly defined area, both within and across disciplines. This underlines the importance of interdisciplinary cooperation among different strands of research, e.g., law and human geography, as well as social sciences and natural sciences in general, to foster mutual understanding. In writing this chapter, we became even more conscious of the different approaches and perspectives adopted by our respective disciplines when dealing with the issue of ocean governance. Therefore, the goal of the chapter was not to circumscribe a common position but rather to emphasize topics in ocean governance that are important to us from our specific standpoints. We think that interdisciplinary approaches in research could help to improve analysis as well as the development of ocean governance, as perspectives from other disciplines might shed new light on many topics. Obviously, different disciplines ask different questions. An integration of different forms of knowledge could therefore help to develop a more holistic perspective and address concerns that are not presently considered by any single discipline. For instance, although we did not touch upon it in this chapter, future research could benefit from a stronger inclusion of economic perspectives in the ocean governance discourse. Even if the application of economic mechanisms in fields like conservation is often disputed, it is necessary to critically consider the perspective of economists to have a truly comprehensive picture. Additionally, issues of partici-pation and transparency in decision-making and agendasetting (and the underlying power relations) at all levels also deserve attention from future research. After all, the success realizing the Sustainable Development Goals, particularly SDG 14, largely hinges on successful local and regional level initiatives. Conclusion:
 By viewing the protection of the marine environment as a common concern of humankind, in which we need representation of various disciplines, this chapter calls for greater coordination and coherence in a large shared area with competing claims and conflicting uses. Such an approach is critical in ensuring the rational and sustainable use of the oceans and its resources to meet current and future demands as well as interests."
"The ‘socialization’ of maritime global governance and Taiwan: perceiving the benefits","https://scispace.com/paper/the-socialization-of-maritime-global-governance-and-taiwan-1mqlpoukvo","2018","Journal Article","Journal of Globalization Studies","Hammer Leonard","10.30884/JOGS/2018.01.02","https://scispace.com/pdf/the-socialization-of-maritime-global-governance-and-taiwan-1mqlpoukvo.pdf","Certain maritime global governance frameworks exist and can at times even be effective. Yet, serious implementation matters and dire environmental circumstances persist. Control mechanisms are mainly in the hands of states or outmoded international organizations facing off against powerful economic intermediaries engaged in exploitation and driven by strong demand from export markets. Political interests also weaken the system, such as disallowing important maritime actors like Taiwan from taking a part in the process. Given that maritime global governance is constantly shifting due to a host of changing processes, proper governance requires structural alteration as well as temporal accountability. A socialization context for maritime global governance, that emphasizes partnership models incorporating both private and public actors (such as market-based bodies with civil society actors to inform and direct regulatory bodies), can not only improve maritime governance but also allow for participation by Taiwan. Including a wider range of stakeholders like media, politicians, interest groups, and consumers along with an assistive reference to new forms of technologies, can result in activating infrastructures that combine varying interests (like economic and environment) and result in a more effective form of maritime global governance. At the same time, it can open the door for Taiwan to effectively join in environmental initiatives and international projects relating to maritime governance.","parcel with, the culture and discursive framework that drives the state, its actors and apparatus, and the people affected by the state where all of the aforementioned will refer, rely, and utilize these norms to create a viable and legitimate framework of operations. Introduction:
 Especially when accounting for the globalization of ideas and the turn by states towards some form of acknowledgment regarding a global governance structure, 1 it is apparent that the slow creep (or sometimes jump) of the socialization of norms maintains an important and seminal effect in moving global governance further forward to create a viable and even lasting operative framework . Indeed, demands of legitimacy are emanating not just from national governments, but also from civil society actors who refer to global governance as providing the grounds for social justice, equity, ecological integrity, and other societal values that can assist to create a viable international order . As private actors infiltrate the realm of formerly public functions , and as civil society actors emerge to provide the voice and call for many social justice initiatives, the socialization process that operates within the global governance context takes on greater importance as it re-shapes the contours and meaning of legitimacy among nations . Political authority is increasingly occurring via interactions with a variety of actors beyond the state, to include civil society actors, private companies, and even individuals. Thus, socialization folds into global governance in a rather effective manner. Socialization can provide the grounds for creating a framework of legitimacy given the breadth and scope of the actors involved in the process, and also because socialization grounds the actions of such actors based on what has emerged as being socially accepted (pursuant to norms, behavioral patterns, ongoing discourse, and other forms of agreements or even soft law mechanisms). Introduction:
 In the realm of maritime global governance, there is a sharp movement away from outmoded state centric models, and a turn towards sustainable development as a context by which to build forms of governance. This is especially apparent when integrating important factors like maritime awareness and environmental concerns (Chintoan-Uta and Silva 2017: 37; see also discussion infra). Socialization neatly fits into a maritime governance structure driven by sustainable development given the importance and acknowledgment of the manner by which sustainable development norms and values (many of which emanate from the human rights and environmental framework) enter the lexicon of global governance as a means of entrenching such norms and values. 2 These norms and ideals become a regular part of the discourse and language used and relied upon by the relevant actors involved (including not just states but also NGOs, civil society actors, international organizations, and other actors be they private or public entities). Socialization can serve to move forward realistic and effective maritime global governance structures that reflect seminal concerns and issues, taking into account the real issues facing maritime actors and environmental interests (beyond just political grandstanding by states) rather than be mired in ineffective, traditional, statecentric models. Maritime Global Governance:
 Global maritime governance should be constructed in a manner that is enabled to address seemingly dichotomous themes. Matters like hyper industry competition as opposed to controlling monopolies, government intervention (such as providing subsidies) as opposed to moves for privatization, a strive for greater economic development at all costs as opposed to respect for environmental concerns, and matters of state defense and security versus a desire for maintaining open and navigable seas are converging concerns that tend to emerge at the same time."
"A study of Nigeria’s blue economy potential with particular reference to the oil and gas sector","https://scispace.com/paper/a-study-of-nigeria-s-blue-economy-potential-with-particular-567eitj1x0","2019","","","Abubakar Hassan Hamisu","","https://scispace.com/pdf/a-study-of-nigeria-s-blue-economy-potential-with-particular-567eitj1x0.pdf","","Keywords: Blue Economy, Ocean Governance, Marine Spatial Planning, Sustainable Development, Oil and Gas, Coastal States, Maritime Boundary, Maritime"
"Crossing disciplinary boundaries: motivations, challenges, and enablers for early career marine researchers moving from natural to social sciences","https://scispace.com/paper/crossing-disciplinary-boundaries-motivations-challenges-and-2vd49h1y","2022","Journal Article","Ices Journal of Marine Science","AMNH Mammalogy","10.1093/icesjms/fsac218","https://scispace.com/pdf/crossing-disciplinary-boundaries-motivations-challenges-and-2vd49h1y.pdf","Abstract Recent years have seen increasing calls to better document and understand the human dimensions of the marine and coastal environment and to incorporate this knowledge into decision-making. Human dimensions of the marine and coastal environment are best investigated through the application of marine social science. Individuals within marine social science are not solely “pure” social scientists, but rather are a diverse and interdisciplinary community, including many who have moved from the natural sciences to pursue a career in marine social science. This is particularly the case for early career researchers, with many moving from natural to social science earlier in their academic careers than their predecessors, and thus developing stronger interdisciplinary skills than previous generations of social scientists. In this perspective, we draw on our experiences, highlighting our main motivations for moving from natural to social science, the barriers we have faced and our top tips for early career researchers faced with similar opportunities and challenges. The ten tips include: “Work with like-minded researchers,” “Learn from and be inspired by academic heroes,” “Learn about and engage with research philosophy, positionality and reflexivity,” “Value your own skillset and perspective,” and “Be patient and kind to yourself.” ","Badullovich,D Catto,J A Delbene,J Duggan,D B Karcher,A Ostwald,P Tuohy Keywords: ECR, early career researcher, interdisciplinarity, interdisciplinary research, marine science, marine social science Introduction:
 Historically, natural science (e.g. marine biology, ecology, oceanography, and biogeochemistry) has been the sole or primary information source guiding marine policy, planning, and management . However, recent years have seen increasing calls to better document and understand the human dimensions of marine and coastal systems and to incorporate this knowledge into decision-making . This has been reflected in funding calls and policy initiatives, as well as a suite of international goals, obligations, and policy drivers. For example, the Sustainable Development Goals (SDGs) and the United Nations Decade of Ocean Science for Sustainable Development . Introduction:
 The human dimensions of the marine and coastal environment can be investigated through the application of marine social science . Marine social science refers to the broad field of theoretical and applied research that seeks to examine, investigate, describe, predict, and understand human relationships with the global marine and coastal environment . This includes traditional disciplines (e.g. psychology, sociology, philosophy, history, anthropology, and geography), as well as applied and interdisciplinary social science disciplines (e.g. ecological economics, law, political ecology, and the arts and humanities; . Due to these diverse disciplinary roots, a broad range of quantitative, qualitative, and participatory methods are applied by marine social scientists (e.g. surveys, interviews, and participatory mapping). Marine social science can offer important insights to guide decision-making . For example, marine social science can assist in: (i) characterizing and evaluating the effectiveness of marine and fisheries governance and management, (ii) documenting social contexts to inform planning and management, (iii) identifying dimensions, factors, and interventions that influence people's ocean-related behaviour and actions (i.e. ocean literacy), and (iv) assessing the influence of environmental impacts, management, conservation, and development activities on human well-being ."
"The Olive Ridley Project (ORP): A successful example of how to engage researchers, conservation practitioners and civil society","https://scispace.com/paper/the-olive-ridley-project-orp-a-successful-example-of-how-to-wjr6ki6ca7","2021","Journal Article","","Martin Stelfox
Mercedes Martín-Cereceda
Mercedes Martín-Cereceda
Karim Vahed
Jillian A. Hudgins
Stephanie Köhnk
Usman Iqbal
Ibrahim Shameel
Joana M. Hancock
Michael Sweet","10.14324/RFA.05.2.17","https://scispace.com/pdf/the-olive-ridley-project-orp-a-successful-example-of-how-to-wjr6ki6ca7.pdf","The Olive Ridley Project (ORP) was set up to protect sea turtles and their habitats.
 The project was formed in 2013, and it became a registered charity in the UK in 2016.
 From its inception, ORP took a multidisciplinary approach to achieve its goals. Part
 of its objectives, and the reason why the charity came to fruition, are related to
 the issue of olive ridley sea turtle (Lepidochelys olivacea) entanglement in abandoned, lost or discarded fishing gear (also known as ‘ghost
 gear’ or ‘ghost nets’), and the search for ghost gear and turtle entanglement ‘hot
 spots’ throughout the Indian Ocean. The initial ORP research questions were soon challenged
 by societal interests to develop inclusive educational programmes in local communities
 and tourist resorts that could raise awareness about the need for conservation of
 all sea turtle species. In February 2017, ORP opened the first veterinarian-run, fully
 equipped Marine Turtle Rescue Centre in the Maldives, bringing together the work of
 researchers, citizen scientists, volunteers, environmentalists, marine biologists
 and veterinarians. The present work of ORP sits on a strong and scientifically robust
 collaborative plan. Current ORP research projects range from sea turtle population
 analyses, spatial ecology, rehabilitation of injured and sick individuals, epibiont
 parasite analyses, precise turtle identification through photo-ID research, linking
 ghost gear to responsible fisheries, and analyses of ghost gear drift patterns. The
 programme enhances community education and outreach by engaging schoolchildren, organizing
 workshops, promoting sustainable use of ghost gear waste, and training citizen scientists
 and local fishing communities. The ORP programme encompasses many principles of research
 engagement, effectively combining scientific knowledge, education and action. This
 article explores all stages of the process (from research planning and design, to
 knowledge exchange and inter- and trans-disciplinary impact assessments), describing
 the active engagement originated by the ORP initiative. A reflective insight into the learning, enrichment and challenges of engaging
 researchers and community actors is also included, considering the current social
 and scientific framework.","propose that when research priorities are aligned, longterm relationships can be established, local capacity is then enhanced, and research products are well communicated. This results in a greater likelihood of success for all involved, ultimately resulting in improved marine resource management skills. Introduction:
 For conservation activities and science, an 'all-inclusive' approach is also essential for success and to ensure longevity. It is therefore important to conceive, conduct and implement research initiatives that lead to strong conservation outcomes and do not cause negative impacts on communities and/or compromise future research efforts.  have suggested that the engagement areas on which to focus are careful and considered planning and preparation, and effective collaboration and reciprocity, arguing that both provide appropriate conduct and protocol to help ensure that local actors and communities remain engaged. By nurturing these areas, all parties involved can receive genuine bene ts, such as capacity building for local participants, and leadership and community practice for the researchers. These initiatives can likewise bring about robust and long-lasting conservation bene ts by facilitating local communities to undertake further conservation projects independently . Introduction:
 As well as the practice of 'parachute science' (when wealthy Western researchers 'drop down' from an ivory tower to conduct work in developing countries without engaging with the local communities or regional/national research teams), a factor that has hampered the development of engaged research in marine science and conservation is the generally low level of diversity among scientists and practitioners in these research areas. Some researchers have proposed actions that can be taken to increase the diversity of the research workforce in areas such as marine conservation, for example, the establishment of an online Marine Diversity Network . Others have highlighted the concept of 'blue growth' or 'one health', both of which propose that for effective ocean management to be undertaken, we need to recognize that diverse ocean uses and marine ecosystem services are interconnected and therefore should be managed jointly . Indeed, several guidelines for success in this eld have been discussed, of which effective stakeholder engagement involving co-management and citizen science, as well as the evaluation of impact and 'learn as you go', stand out as important tools for managing blue growth. Introduction:
 Other studies argue for the importance of marine social science in research and practice, in order to account for the human dimension of marine management and policy, and to understand the degradation of marine and coastal ecosystems, and the relationship between society and the sea (for example, . In this context, the need to improve capacity for marine social science research on a global scale has been highlighted, along with the importance of nurturing a marine social science research community, and the role of networks such as the Marine Social Sciences Network in data and knowledge exchange and producing evidence. Indeed, it is unarguable that people and their anthropogenic activities are one of the most pressing challenges that the seas are facing . That said, the conversation around marine and coastal management is now showing a growing recognition of the potentially positive role that individuals and communities may play, speci cally, through environmental citizenship or citizen science involvement ."
"Integrated Research for Integrated Ocean Management","https://scispace.com/paper/integrated-research-for-integrated-ocean-management-17vyqky51s","2021","Journal Article","Frontiers in Marine Science","Lena Rölfer
Arianna Liconti
Natalie Prinz
Clara Antonia Klöcker","10.3389/FMARS.2021.693373","https://scispace.com/pdf/integrated-research-for-integrated-ocean-management-17vyqky51s.pdf","With the start of the United Nations Decade of Ocean Science for Sustainable Development in 2021, research priorities to support the sustainable use of coastal and ocean resources and their conservation is in the spotlight. However, to date comprehensive regulation and management of multifaceted and often poorly understood ecosystems, such as the deep sea, has proven challenging. This is partly due to the complexity of coastal and ocean social-ecological systems, which are shaped by interactions between biophysical ecosystem processes and anthropogenic pressures, and at different geographical and temporal scales and administrative levels. In order to address the challenges posed by often-conflicting interests between economic activities and nature conservation at areas both national and beyond national jurisdiction, there is an urgent need for integrated approaches that bridge the gap between science, policy and practice. Consequently, the interest in multi, inter- and transdisciplinary research approaches at the national and international levels has been growing. This review will provide an overview of current shortcomings in coastal and ocean management and highlight project examples for incorporating inter- and trans-disciplinary approaches in the research design. From the project examples we identify challenges and good-practices in integrated research. Common subjects include addressing complexity, strengthening knowledge exchange, sustaining funding, increasing communication, ensuring policy relevance and involving the public. Based on this we propose key considerations for an integrated research design that is aimed at the effective translation between science, policy and society in support of sustainable coastal and ocean governance.","Liconti,Natalie Prinz,Clara Antonia Klöcker Keywords: science-policy interface, ocean action, science communication, social-ecological systems, interdisciplinarity, transdisciplinarity, ocean literacy, conservation INTRODUCTION:
 People's perception of the ocean has changed particularly throughout the last decade. More attention and awareness within society are created around ""Our Blue Planet"" (referring to the equally named BBC series), e.g., throughout (social) media, citizen science (e.g., , and ocean literacy initiatives . Furthermore, the ocean and its governance have been increasingly put on the agenda of international policy meetings, including various actors from science, governments, non-governmental institutions, and the private sector . There is increasing awareness that the ocean presents an integral part in the earth's system and successive recognition of ocean systems providing valuable services sustaining human livelihood, well-being, and economic development. Coastal and ocean ecosystem services, such as the provision of resources, energy, carbon sequestration and tourism, contribute to a global estimated value of > 2.5 trillion US$ , providing food to 3 billion people, and transporting 90% of world trade through the ocean . These growing economic activities are commonly referred to as the Blue Economy . Its rapid increase was recently termed the ""Blue Acceleration"" , which also describes the pace at which coastal and ocean systems are altered. Despite the increasing awareness for the services the ocean provides to humankind, related human activities are contributing to the persisting degradation of coastal and ocean ecosystems. Respective environmental issues include, but are not limited to, climate change, the overuse of natural resources, alien species, (plastic) pollution, eutrophication, and sedimentation ."
"Reimagining Ocean Stewardship: Arts-Based Methods to ‘Hear’ and ‘See’ Indigenous and Local Knowledge in Ocean Management","https://scispace.com/paper/reimagining-ocean-stewardship-arts-based-methods-to-hear-and-11az96lt","2022","Journal Article","Frontiers in Marine Science","Mia Strand
Nina Rivers
Bernadette Snow","10.3389/fmars.2022.886632","https://scispace.com/pdf/reimagining-ocean-stewardship-arts-based-methods-to-hear-and-11az96lt.pdf","Current ocean management approaches are often characterised by economic or environmental objectives, paying limited consideration to social and cultural dimensions, as well as Indigenous and local knowledge. These approaches tend to inhibit ocean stewardship, often marginalising coastal communities or limiting people’s access to spiritual, traditional and recreational uses of the ocean and coast. Piloting arts-based participatory research methods to co-create knowledge with co-researchers in Algoa Bay, South Africa finds that these methods can be useful in highlighting cultural connections to the ocean, and remembering and imagining, or reimagining, ways in which people relate to and care for the ocean and coast. For example, using photography and in situ storytelling often allows people to convey memories and histories of more accessible coastlines, or envisaging a future with more inclusive and participatory ocean management. The study finds that there is a strong sense of exclusion from and lack of access to coastal and ocean areas in Algoa Bay where Indigenous and local communities have depended on for spiritual, cultural and recreational purposes for several generations. Co-creation of knowledge regarding connections, values and priorities of the coast and ocean with Indigenous and local communities should therefore be planned for before the implementation of integrated ocean management approaches and intentionally designed as part of adaptive management processes. Emphasising these cultural connections, and better recognising them in ocean management has the potential to include i people’s awareness of the ocean which could translate into an increased sense of care and stewardship towards the ocean and coast as people feel more connected to their contextual seascapes. This could in turn contribute to a more sustainable sociocultural approach to ocean management which is necessary for equitable and sustainable future ocean social-ecological wellbeing.","opposed to economic and ecological dimensions and priorities (see . Social sustainability is closely linked to concepts of social justice, and central to the concept is the recognition of sociocultural diversity , highlighting livelihoods, rights and wellbeing of Indigenous and vulnerable communities . INTRODUCTION:
 These arguments and research findings are not new, but despite the growing emphasis on greater inclusion in marine governance and research, influential and top-cited marine research continues to exclude scholars from African institutions ,  and marine governance perpetuates topdown management without adequate and sincere collaboration with the people most impacted by coastal and marine management decisions . Failing to properly recognise the cultural dimensions of the ocean can hinder collaborative management, reduce trust and reproduce social inequalities within ocean governance . Current area-based ocean management approaches tend to inhibit ocean stewardship by local and Indigenous communities by either intentionally or unintentionally marginalising coastal communities or creating conflict between ocean users (see . This is why ocean and coastal stewardship and management needs to be reimagined and realigned. This study therefore set out to explore how arts-based participatory methods with residents of Algoa Bay, South Africa, could identify Indigenous and local knowledge that should be better 'seen' and 'heard' for more inclusive ocean governance. Sociocultural Dimensions in Ocean Governance:
 Recognising that culture impacts everything we do, think, say and write , and that culture plays an integral role in existing ocean management strategies and processes, this paper calls for an increased debate on what particular culture is defining and influencing current ocean stewardship practices, such as cultures of care, capitalism, conservation and coexistence, or cultures that underpin Blue Economy or conservation agendas. In a paper discussing the importance of a transition towards transformative change in ocean governance,  emphasise the limitations of current ocean governance strategies in addressing complex social-ecological challenges and argue that we need to move towards a global approach to ocean governance that recognises it as a commons ('a non-state, non-private shared resource') to improve ocean stewardship. Without going in-depth about how and what cultures impact upon and are impacted by ocean governance,  argue that transformative change requires a shift in culture away from 'consumerism, marketization, (national) self interest and growth' towards 'values, frames and worldviews of well-being, sustainability and global commons'."
"Un-gendering the ocean: Why women matter in ocean governance for sustainability","https://scispace.com/paper/un-gendering-the-ocean-why-women-matter-in-ocean-governance-24hk383n26","2018","Journal Article","Marine Policy","Elena Gissi
Michelle E. Portman
Anna-Katharina Hornidge","10.1016/J.MARPOL.2018.05.020","","","collaborative roles. In maritime industry, women enlarge the talent pool for innovation and smart growth (not for the sake of equity by itself). Therefore, in conclusion, ocean governance needs necessarily to pass through acknowledging women's role and contribution for its effectiveness. Why women matter:
 Possibilities for promoting the involvement of woman in ocean governance and policy-making are manifold, as for example programs such as the ""Initiative for Women Marine Scientists"" of UNESCO-IOC. However, as far back as the year 2000, studying gender and sustainable development in the Pacific, Fairbairn-Dunlop  found that women's educational achievements do not translate into equal participation in the economic, social or political spheres suggesting that ""the lack of participation of women in national decision-making means that the concerns women see as important (…) may not be discussed at their national planning forums"" (p. 71). Most urgently, it is necessary to reduce the structural, and systemically embedded hurdles that continue to assure gendered decision-taking with regard to the ocean. This viewpoint does not only advocate for gender equality, but for the achieving of sustainability through ocean governance. Women and gender studies should not be confined in a separated category from ocean governance. By separating and labelling, we confine women's contribution from the real decision making arenas. It is time to remove barriers for women to access to government and governance arenas for the sake of ocean sustainability. Why women matter:
 To circle back, just as for the clownfish and the anglerfish, the marine environment provides a backdrop of gender-blurring opportunities. Roles of women in marine policy, governance and science are clearly evolving and the potential for women's voices to contribute in these areas, particularly for reaching sustainability goals, is great. It is high time to seize the moment for acknowledgement, encouragement and support of such achievements."
