query_id,sector_slug,query_family,query_text,provider,provider_canonical,execution_status,returned_record_count,normalized_record_count,contributed_record_count,raw_record_count,accepted_record_count,excluded_outside_time_window_count,excluded_missing_year_count,from_year,to_year,declared_sort_strategy,sort_status,declared_sampling_mode,declared_pages,declared_rows_per_page,sampling_status,time_window_status,requested_constraint_filters,applied_constraint_filters,unsupported_constraint_filters,unapplied_constraint_filters,validity_warnings,errors,warnings
Q_COASTAL_TOURISM_VAL_001,coastal_tourism,validation_eqf_translation,coastal tourism EQF qualification framework micro-credential learning outcomes,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""coastal"" AND ""tourism"" AND ""EQF"" AND ""qualification"" AND ""framework"" AND ""micro"" AND ""credential"" AND ""learning"" AND ""outcomes"")'; requested_count=50; applied_count=25"
Q_DESALINATION_COMP_001,desalination,competence_demand,desalination workforce skills competences training professional development,crossref,crossref,completed,50,35,34,50,35,11,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_DESALINATION_COMP_001,desalination,competence_demand,desalination workforce skills competences training professional development,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; requested_count=50; applied_count=25"
Q_DESALINATION_COMP_002,desalination,competence_demand,desalination operator education learning outcomes curriculum qualification,crossref,crossref,completed,50,24,24,50,24,21,5,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_DESALINATION_COMP_002,desalination,competence_demand,desalination operator education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""operator"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; requested_count=50; applied_count=25"
Q_DESALINATION_CORE_001,desalination,core_sector,desalination brine management environmental impact governance,crossref,crossref,completed,50,23,23,50,23,27,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_DESALINATION_CORE_001,desalination,core_sector,desalination brine management environmental impact governance,scopus,scopus,completed,4,4,4,4,4,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""brine"" AND ""management"" AND ""environmental"" AND ""impact"" AND ""governance"")'; requested_count=50; applied_count=25"
Q_DESALINATION_CORE_002,desalination,core_sector,desalination water energy nexus sustainability,crossref,crossref,completed,50,30,29,50,30,16,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_DESALINATION_CORE_002,desalination,core_sector,desalination water energy nexus sustainability,scopus,scopus,completed,25,25,25,25,25,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""water"" AND ""energy"" AND ""nexus"" AND ""sustainability"")'; requested_count=50; applied_count=25"
Q_DESALINATION_CORE_003,desalination,core_sector,desalination hydrosocial water justice governance,crossref,crossref,completed,50,31,30,50,31,14,5,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_DESALINATION_CORE_003,desalination,core_sector,desalination hydrosocial water justice governance,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""hydrosocial"" AND ""water"" AND ""justice"" AND ""governance"")'; requested_count=50; applied_count=25"
Q_DESALINATION_EMRG_001,desalination,emerging_demand,desalination AI digital twin autonomous systems resilience,crossref,crossref,completed,50,46,46,50,46,0,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.174 wait_seconds=1.174|Crossref retry terminal_status=success attempt=2
Q_DESALINATION_EMRG_001,desalination,emerging_demand,desalination AI digital twin autonomous systems resilience,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""desalination"" AND ""AI"" AND ""digital"" AND ""twin"" AND ""autonomous"" AND ""systems"" AND ""resilience"")'; requested_count=50; applied_count=25"
Q_DESALINATION_EMRG_002,desalination,emerging_demand,desalination climate adaptation just transition hydrosocial safety,crossref,crossref,completed,50,25,24,50,25,0,25,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.056 wait_seconds=1.056|Crossref retry terminal_status=success attempt=2
